Runs; Iterations;Problem;ants;BestSequence;RouteDistance;Time;

1;15;1;1024;0.207370.00266;0.11134;0.00011;0.00083;0.00231;0.00015;0.00000;0.00004;0.00006;0;9999.99900;0.36277; 
2;15;1;1024;0.168750.00230;0.00034;0.00006;0.00082;0.00212;0.00014;0.00000;0.00002;0.00005;0;9999.99900;0.20862; 
3;15;1;1024;0.181170.00273;0.00033;0.00005;0.00082;0.00219;0.00014;0.00000;0.00002;0.00005;0;9999.99900;0.22250; 
4;15;1;1024;0.138730.00191;0.00027;0.00005;0.00082;0.00214;0.00014;0.00000;0.00002;0.00005;0;9999.99900;0.17823; 
5;15;1;1024;0.166040.00227;0.00034;0.00005;0.00082;0.00215;0.00014;0.00000;0.00002;0.00005;0;9999.99900;0.20627; 
6;15;1;1024;0.177730.00196;0.00029;0.00004;0.00082;0.00213;0.00014;0.00000;0.00002;0.00005;0;9999.99900;0.21745; 
7;15;1;1024;0.178360.00213;0.00029;0.00004;0.00082;0.00214;0.00014;0.00000;0.00002;0.00005;0;9999.99900;0.21821; 
8;15;1;1024;0.163080.00209;0.00032;0.00005;0.00082;0.00212;0.00014;0.00000;0.00002;0.00005;0;9999.99900;0.20269; 
9;15;1;1024;0.165580.00212;0.00032;0.00005;0.00082;0.00214;0.00014;0.00000;0.00002;0.00005;0;9999.99900;0.20547; 
10;15;1;1024;0.179220.00356;0.00053;0.00009;0.00083;0.00233;0.00015;0.00000;0.00004;0.00006;0;9999.99900;0.22512; 
11;15;1;1024;0.129590.00265;0.00040;0.00006;0.00083;0.00224;0.00015;0.00000;0.00003;0.00005;0;9999.99900;0.17212; 
12;15;1;1024;0.167370.00231;0.00034;0.00005;0.00083;0.00212;0.00014;0.00000;0.00002;0.00005;0;9999.99900;0.20717; 
13;15;1;1024;0.167270.00251;0.00033;0.00005;0.00082;0.00213;0.00014;0.00000;0.00002;0.00005;0;9999.99900;0.20743; 
14;15;1;1024;0.206690.00391;0.00047;0.00007;0.00083;0.00231;0.00015;0.00000;0.00003;0.00006;0;9999.99900;0.25215; 
15;15;1;1024;0.113640.00154;0.00021;0.00003;0.00082;0.00210;0.00014;0.00000;0.00002;0.00004;0;9999.99900;0.15176; 
