Runs; Iterations;Problem;ants;BestSequence;RouteDistance;Time;
9;15;5;8192;0;9999.99900;1.30327; 
10;15;5;8192;0;9999.99900;1.32304; 
11;15;5;8192;0;9999.99900;1.32507; 
12;15;5;8192;0;9999.99900;1.30509; 
13;15;5;8192;0;9999.99900;1.29467; 
14;15;5;8192;0;9999.99900;1.30345; 
15;15;5;8192;0;9999.99900;1.28261; 
16;15;5;8192;0;9999.99900;1.30008; 
17;15;5;8192;0;9999.99900;1.27088; 
18;15;5;8192;0;9999.99900;1.32652; 
19;15;5;8192;0;9999.99900;1.30424; 
20;15;5;8192;0;9999.99900;1.30307; 
21;15;5;8192;0;9999.99900;1.25946; 
22;15;5;8192;0;9999.99900;1.31002; 
23;15;5;8192;0;9999.99900;1.30221; 
24;15;5;8192;0;9999.99900;1.33257; 
25;15;5;8192;0;9999.99900;1.30640; 
26;15;5;8192;0;9999.99900;1.28894; 
27;15;5;8192;0;9999.99900;1.30378; 
28;15;5;8192;0;9999.99900;1.33035; 
29;15;5;8192;
30;15;5;8192;0;9999.99900;1.30398; 
1;15;6;1024;0;0.00000;45.01227; 
2;15;6;1024;0;0.00000;45.34109; 
3;15;6;1024;0;0.00000;45.18118; 
4;15;6;1024;0;0.00000;45.00732; 
5;15;6;1024;0;0.00000;45.00261; 
6;15;6;1024;0;0.00000;45.28659; 
7;15;6;1024;0;0.00000;45.20523; 
8;15;6;1024;0;0.00000;45.27589; 
9;15;6;1024;0;0.00000;45.08022; 
10;15;6;1024;0;0.00000;44.94387; 
11;15;6;1024;0;0.00000;45.28983; 
12;15;6;1024;0;0.00000;45.08950; 
13;15;6;1024;0;0.00000;45.18081; 
14;15;6;1024;0;0.00000;45.24650; 
15;15;6;1024;0;0.00000;45.18110; 
16;15;6;1024;0;0.00000;45.07207; 
17;15;6;1024;0;0.00000;45.01482; 
18;15;6;1024;0;0.00000;44.99892; 
19;15;6;1024;0;0.00000;45.25540; 
20;15;6;1024;0;0.00000;45.27295; 
21;15;6;1024;0;0.00000;45.20251; 
22;15;6;1024;0;0.00000;45.29603; 
23;15;6;1024;0;0.00000;44.86543; 
24;15;6;1024;0;0.00000;45.40496; 
25;15;6;1024;0;0.00000;44.90857; 
26;15;6;1024;0;0.00000;45.23875; 
27;15;6;1024;0;0.00000;45.12787; 
28;15;6;1024;0;0.00000;45.10471; 
29;15;6;1024;0;0.00000;45.28779; 
30;15;6;1024;0;0.00000;45.09341; 
1;15;6;2048;0;0.00000;47.96460; 
2;15;6;2048;0;0.00000;47.86409; 
3;15;6;2048;0;0.00000;47.89580; 
4;15;6;2048;0;0.00000;47.97821; 
5;15;6;2048;0;0.00000;48.06471; 
6;15;6;2048;0;0.00000;47.86655; 
7;15;6;2048;0;0.00000;48.04151; 
8;15;6;2048;0;0.00000;47.81332; 
9;15;6;2048;0;0.00000;47.78651; 
10;15;6;2048;0;0.00000;47.84239; 
11;15;6;2048;0;0.00000;48.02194; 
12;15;6;2048;0;0.00000;47.72069; 
13;15;6;2048;0;0.00000;47.98328; 
14;15;6;2048;0;0.00000;47.97105; 
15;15;6;2048;0;0.00000;48.00529; 
16;15;6;2048;0;0.00000;47.91051; 
17;15;6;2048;0;0.00000;47.72862; 
