run;iterations;problem;ants;OptSolution;totaltime

 10; 50; 1; 8192; 3800.00; 2.60529
 10; 50; 1; 8192; 3800.00; 2.75486
 10; 50; 1; 8192; 3800.00; 2.96166
 10; 50; 1; 8192; 3800.00; 2.94812
 10; 50; 1; 8192; 3800.00; 2.61597
 10; 50; 1; 8192; 3800.00; 2.61581
 10; 50; 1; 8192; 3800.00; 2.59339
 10; 50; 1; 8192; 3800.00; 2.58766
 10; 50; 1; 8192; 3800.00; 2.64778
 10; 50; 1; 8192; 3800.00; 2.81180
 10; 50; 1; 4096; 3800.00; 1.31941
 10; 50; 1; 4096; 3800.00; 1.31089
 10; 50; 1; 4096; 3800.00; 1.30040
 10; 50; 1; 4096; 3800.00; 1.47222
 10; 50; 1; 4096; 3800.00; 1.46132
 10; 50; 1; 4096; 3800.00; 1.48188
 10; 50; 1; 4096; 3800.00; 1.48120
 10; 50; 1; 4096; 3800.00; 1.54208
 10; 50; 1; 4096; 3800.00; 1.47232
 10; 50; 1; 4096; 3800.00; 1.48314
 10; 50; 1; 2048; 3800.00; 0.77907
 10; 50; 1; 2048; 3800.00; 0.78069
 10; 50; 1; 2048; 3800.00; 0.77870
 10; 50; 1; 2048; 3800.00; 0.72438
 10; 50; 1; 2048; 3800.00; 0.78587
 10; 50; 1; 2048; 3800.00; 0.78043
 10; 50; 1; 2048; 3800.00; 0.74419
 10; 50; 1; 2048; 3800.00; 0.72096
 10; 50; 1; 2048; 3800.00; 0.78565
 10; 50; 1; 2048; 3800.00; 0.74401
 10; 50; 1; 1024; 3800.00; 0.37286
 10; 50; 1; 1024; 3800.00; 0.41184
 10; 50; 1; 1024; 3800.00; 0.37587
 10; 50; 1; 1024; 3800.00; 0.37221
 10; 50; 1; 1024; 3800.00; 0.40851
 10; 50; 1; 1024; 3800.00; 0.40218
 10; 50; 1; 1024; 3800.00; 0.40144
 10; 50; 1; 1024; 3800.00; 0.40265
 10; 50; 1; 1024; 3800.00; 0.38814
 10; 50; 1; 1024; 3800.00; 0.36739
 10; 50; 3; 8192; 4015.00; 3.01462
 10; 50; 3; 8192; 4015.00; 3.03488
 10; 50; 3; 8192; 4015.00; 3.12865
 10; 50; 3; 8192; 4015.00; 3.14861
 10; 50; 3; 8192; 4015.00; 3.11827
 10; 50; 3; 8192; 4015.00; 3.04069
 10; 50; 3; 8192; 4015.00; 3.11567
 10; 50; 3; 8192; 4015.00; 3.16953
 10; 50; 3; 8192; 4015.00; 3.10967
 10; 50; 3; 8192; 4015.00; 3.14454
 10; 50; 3; 4096; 4015.00; 1.62382
 10; 50; 3; 4096; 4015.00; 1.62289
 10; 50; 3; 4096; 4015.00; 1.66191
 10; 50; 3; 4096; 4015.00; 1.66606
 10; 50; 3; 4096; 4015.00; 1.56050
 10; 50; 3; 4096; 4015.00; 1.63543
 10; 50; 3; 4096; 4015.00; 1.61224
 10; 50; 3; 4096; 4015.00; 1.60719
 10; 50; 3; 4096; 4015.00; 1.65936
 10; 50; 3; 4096; 4015.00; 1.62807
 10; 50; 3; 2048; 4015.00; 0.88106
 10; 50; 3; 2048; 4015.00; 0.90833
 10; 50; 3; 2048; 4015.00; 0.87163
 10; 50; 3; 2048; 4015.00; 0.91487
 10; 50; 3; 2048; 4015.00; 0.90039
 10; 50; 3; 2048; 4015.00; 0.87913
 10; 50; 3; 2048; 4015.00; 0.86059
 10; 50; 3; 2048; 4015.00; 0.91342
 10; 50; 3; 2048; 4015.00; 0.91428
 10; 50; 3; 2048; 4015.00; 0.84851
 10; 50; 3; 1024; 4015.00; 0.53234
 10; 50; 3; 1024; 4015.00; 0.50250
 10; 50; 3; 1024; 4015.00; 0.49196
 10; 50; 3; 1024; 4015.00; 0.47381
 10; 50; 3; 1024; 4015.00; 0.45490
 10; 50; 3; 1024; 4015.00; 0.42387
 10; 50; 3; 1024; 4015.00; 0.42267
