run;iterations;problem;ants;OptSolution;totaltime

 10; 50; 1; 8192;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35; 3800.00; 2.91784
 10; 50; 1; 8192;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96; 3800.00; 2.84803
 10; 50; 1; 8192;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44; 3800.00; 2.93154
 10; 50; 1; 8192;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59; 3800.00; 2.86673
 10; 50; 1; 8192;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08;1.08; 3800.00; 2.94208
 10; 50; 1; 8192;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19; 3800.00; 2.66834
 10; 50; 1; 8192;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41; 3800.00; 2.84972
 10; 50; 1; 8192;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39;1.39; 3800.00; 2.78834
 10; 50; 1; 8192;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76; 3800.00; 2.66341
 10; 50; 1; 8192;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94; 3800.00; 2.62880
 10; 50; 1; 4096;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63;1.63; 3800.00; 1.32399
 10; 50; 1; 4096;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29;0.29; 3800.00; 1.32094
 10; 50; 1; 4096;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78;1.78; 3800.00; 1.30502
 10; 50; 1; 4096;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32; 3800.00; 1.30927
 10; 50; 1; 4096;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98;1.98; 3800.00; 1.32759
 10; 50; 1; 4096;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01; 3800.00; 1.35494
 10; 50; 1; 4096;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74;1.74; 3800.00; 1.32110
 10; 50; 1; 4096;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49;1.49; 3800.00; 1.33770
 10; 50; 1; 4096;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56;1.56; 3800.00; 1.49707
 10; 50; 1; 4096;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95; 3800.00; 1.39179
 10; 50; 1; 2048;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58; 3800.00; 0.66394
 10; 50; 1; 2048;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58; 3800.00; 0.66328
 10; 50; 1; 2048;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35;1.35; 3800.00; 0.69536
 10; 50; 1; 2048;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42; 3800.00; 0.66528
 10; 50; 1; 2048;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42; 3800.00; 0.73014
 10; 50; 1; 2048;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71;1.71; 3800.00; 0.76886
 10; 50; 1; 2048;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54; 3800.00; 0.72147
 10; 50; 1; 2048;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70; 3800.00; 0.77707
 10; 50; 1; 2048;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70;1.70; 3800.00; 0.76392
 10; 50; 1; 2048;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03; 3800.00; 0.72428
